mes_size,hmap_size,base_size,map_size,bit_size,avg,time
265457664,8342.000000,262344704,3657757,0,1.000000,10.056000
269225984,16948.000000,262344704,7403640,0,1.000000,20.120001
272830464,25677.000000,262344704,11196484,0,1.000000,30.139999
276598784,34454.000000,262344704,15065897,0,1.000000,40.240002
280530944,43296.000000,262344704,18869358,0,1.000000,50.275002
284626944,52016.000000,262344704,22661404,0,1.000000,60.341999
288559104,60866.000000,262344704,26498968,0,1.000000,70.351997
292491264,69655.000000,262344704,30340840,0,1.000000,80.418999
296423424,78501.000000,262344704,34208505,0,1.000000,90.477997
300191744,87089.000000,262344704,38010407,0,1.000000,100.494003
303960064,95887.000000,262344704,41833399,0,1.000000,110.496002
308056064,104530.000000,262344704,45610194,0,1.000000,120.560997
311824384,113109.000000,262344704,49391665,0,1.000000,130.628006
315756544,121856.000000,262344704,53204158,0,1.000000,140.697006
319852544,130503.000000,262344704,56960730,0,1.000000,150.705994
323784704,139093.000000,262344704,60696486,0,1.000000,160.729004
327061504,147686.000000,262344704,64482912,0,1.000000,170.792999
330993664,156360.000000,262344704,68250135,0,1.000000,180.841995
334761984,164992.000000,262344704,72015579,0,1.000000,190.852997
338530304,173380.000000,262344704,75639815,0,1.000000,200.916000
342298624,182072.000000,262344704,79430588,0,1.000000,210.921997
346066944,190422.000000,262344704,83100810,0,1.000000,220.925995
349835264,198868.000000,262344704,86815055,0,1.000000,230.979996
353439744,207469.000000,262344704,90616367,0,1.000000,241.003006
357699584,216147.000000,262344704,94409653,0,1.000000,251.052994
361140224,224462.000000,262344704,98066117,0,1.000000,261.066010
364908544,232812.000000,262344704,101772635,0,1.000000,271.071014
369004544,241285.000000,262344704,105509871,0,1.000000,281.074005
372281344,249860.000000,262344704,109193727,0,1.000000,291.126007
376868864,258213.000000,262344704,112871316,0,1.000000,301.141998
380309504,266666.000000,262344704,116635031,0,1.000000,311.160004
384405504,275210.000000,262344704,120403799,0,1.000000,321.203003
388009984,283888.000000,262344704,124220575,0,1.000000,331.269989
392105984,292389.000000,262344704,127965543,0,1.000000,341.286011
395546624,300949.000000,262344704,131603866,0,1.000000,351.342987
399314944,309234.000000,262344704,135227051,0,1.000000,361.346985
402591744,317337.000000,262344704,138818373,0,1.000000,371.401001
406851584,325963.000000,262344704,142603215,0,1.000000,381.431000
410456064,334550.000000,262344704,146379510,0,1.000000,391.473999
414060544,343152.000000,262344704,150160986,0,1.000000,401.494995
418156544,351716.000000,262344704,153908825,0,1.000000,411.541992
421924864,360373.000000,262344704,157705796,0,1.000000,421.579010
425857024,369143.000000,262344704,161534433,0,1.000000,431.617004
429789184,377856.000000,262344704,165347726,0,1.000000,441.640015
433065984,386615.000000,262344704,169167028,0,1.000000,451.704987
437161984,395329.000000,262344704,172941336,0,1.000000,461.769012
440930304,404107.000000,262344704,176746363,0,1.000000,471.837006
444534784,412404.000000,262344704,180392179,0,1.000000,481.854004
448466944,421047.000000,262344704,184147203,0,1.000000,491.917999
452071424,429596.000000,262344704,187889585,0,1.000000,501.919006
456003584,438192.000000,262344704,191691610,0,1.000000,511.963989
438087680,446625.000000,262344704,173895985,0,1.000000,521.987000
437284864,455177.000000,262344704,177695133,0,1.000000,532.049011
381308928,463870.000000,262344704,117020308,0,1.000000,542.096985
385077248,472396.000000,262344704,120776327,0,1.000000,552.130981
367587328,480803.000000,262344704,102989037,0,1.000000,562.195007
371519488,489440.000000,262344704,106743700,0,1.000000,572.281982
354136064,497952.000000,262344704,89005549,0,1.000000,582.351990
336609280,506720.000000,262344704,71290797,0,1.000000,592.359009
335704064,515116.000000,262344704,74977459,0,1.000000,602.383972
323186688,523545.000000,262344704,57177349,0,1.000000,612.427979
305319936,531885.000000,262344704,39342363,0,1.000000,622.489014
309088256,540082.000000,262344704,42888855,0,1.000000,632.508972
313184256,548434.000000,262344704,46582299,0,1.000000,642.560974
317280256,556906.000000,262344704,50302501,0,1.000000,652.565002
320720896,565462.000000,262344704,54064974,0,1.000000,662.575012
303276032,573943.000000,262344704,36322859,0,1.000000,672.645020
307863552,582685.000000,262344704,40123286,0,1.000000,682.698975
311468032,591313.000000,262344704,43939844,0,1.000000,692.708984
315072512,599915.000000,262344704,47700604,0,1.000000,702.763000
321134592,608345.000000,262344704,51396210,0,1.000000,712.768982
324411392,616922.000000,262344704,55148076,0,1.000000,722.771973
328343552,625440.000000,262344704,58859001,0,1.000000,732.815002
332439552,633909.000000,262344704,62570709,0,1.000000,742.835022
336207872,642493.000000,262344704,66295986,0,1.000000,752.846008
339976192,651083.000000,262344704,70024814,0,1.000000,762.898987
344072192,659730.000000,262344704,73783211,0,1.000000,772.924011
347676672,668408.000000,262344704,77562737,0,1.000000,782.976013
351772672,677035.000000,262344704,81356287,0,1.000000,793.013977
355540992,685656.000000,262344704,85140112,0,1.000000,803.054016
359473152,694389.000000,262344704,88928143,0,1.000000,813.067993
363405312,702936.000000,262344704,92653401,0,1.000000,823.119995
367337472,711470.000000,262344704,96318805,0,1.000000,833.156982
370941952,719979.000000,262344704,100056621,0,1.000000,843.187988
374874112,728536.000000,262344704,103768763,0,1.000000,853.205994
378806272,737100.000000,262344704,107553506,0,1.000000,863.208008
383066112,745724.000000,262344704,111320982,0,1.000000,873.213989
386670592,754319.000000,262344704,115110938,0,1.000000,883.231995
390930432,763147.000000,262344704,118936282,0,1.000000,893.294006
394371072,771829.000000,262344704,122730000,0,1.000000,903.343018
398794752,780530.000000,262344704,126494532,0,1.000000,913.351013
402399232,789114.000000,262344704,130236392,0,1.000000,923.359009
406659072,797738.000000,262344704,134051176,0,1.000000,933.411987
410591232,806382.000000,262344704,137846939,0,1.000000,943.468994
414359552,815046.000000,262344704,141648021,0,1.000000,953.494995
418455552,823658.000000,262344704,145390042,0,1.000000,963.502014
422060032,832163.000000,262344704,149076748,0,1.000000,973.567993
426483712,840700.000000,262344704,152810038,0,1.000000,983.633972
430088192,849260.000000,262344704,156552191,0,1.000000,993.645020
434184192,857871.000000,262344704,160322886,0,1.000000,1003.681030
437952512,866380.000000,262344704,164072929,0,1.000000,1013.739990
441884672,874995.000000,262344704,167805715,0,1.000000,1023.762024
445652992,883616.000000,262344704,171538519,0,1.000000,1033.767944
449748992,892197.000000,262344704,175290978,0,1.000000,1043.796997
432074752,900712.000000,262344704,157555368,0,1.000000,1053.833008
436006912,909218.000000,262344704,161312666,0,1.000000,1063.852051
439939072,917764.000000,262344704,165071105,0,1.000000,1073.855957
444198912,926130.000000,262344704,168749249,0,1.000000,1083.916992
447639552,934668.000000,262344704,172466247,0,1.000000,1093.932007
451899392,943197.000000,262344704,176202814,0,1.000000,1103.970947
412291072,951761.000000,262344704,136971337,0,1.000000,1113.978027
398155776,960112.000000,262344704,119132672,0,1.000000,1124.036011
402251776,968535.000000,262344704,122830800,0,1.000000,1134.064941
405856256,977105.000000,262344704,126600539,0,1.000000,1144.119995
388378624,985701.000000,262344704,108866937,0,1.000000,1154.130005
392802304,994495.000000,262344704,112660997,0,1.000000,1164.267944
375062528,1002981.000000,262344704,94912261,0,1.000000,1174.333008
378994688,1011500.000000,262344704,98670256,0,1.000000,1184.358032
367808512,1019408.000000,262344704,80655279,0,1.000000,1194.381958
349413376,1027786.000000,262344704,62810889,0,1.000000,1204.417969
331939840,1036272.000000,262344704,45026234,0,1.000000,1214.427002
337346560,1044251.000000,262344704,48522363,0,1.000000,1224.447998
321646592,1052705.000000,262344704,30735458,0,1.000000,1234.500977
325742592,1061122.000000,262344704,34444023,0,1.000000,1244.504028
332951552,1069545.000000,262344704,38113909,0,1.000000,1254.510010
336556032,1078084.000000,262344704,41903298,0,1.000000,1264.571045
340815872,1086478.000000,262344704,45679072,0,1.000000,1274.615967
348024832,1094886.000000,262344704,49361094,0,1.000000,1284.645996
355233792,1103338.000000,262344704,53107795,0,1.000000,1294.699951
359002112,1111860.000000,262344704,56831690,0,1.000000,1304.760986
363098112,1120464.000000,262344704,60530604,0,1.000000,1314.828003
367030272,1128960.000000,262344704,64249355,0,1.000000,1324.853027
371126272,1137416.000000,262344704,67951783,0,1.000000,1334.909058
374403072,1146042.000000,262344704,71744637,0,1.000000,1344.958984
378499072,1154758.000000,262344704,75526216,0,1.000000,1354.985962
383086592,1163403.000000,262344704,79293172,0,1.000000,1364.998047
386691072,1172018.000000,262344704,83071081,0,1.000000,1375.043945
390623232,1180563.000000,262344704,86818413,0,1.000000,1385.067993
394391552,1189118.000000,262344704,90532932,0,1.000000,1395.118042
398487552,1197730.000000,262344704,94268708,0,1.000000,1405.135010
402419712,1206520.000000,262344704,98079129,0,1.000000,1415.185059
406188032,1214881.000000,262344704,101789962,0,1.000000,1425.213013
410447872,1223549.000000,262344704,105563857,0,1.000000,1435.224976
414543872,1232186.000000,262344704,109313263,0,1.000000,1445.262939
418148352,1240818.000000,262344704,113081048,0,1.000000,1455.282959
421588992,1249310.000000,262344704,116807762,0,1.000000,1465.354980
425684992,1257792.000000,262344704,120514863,0,1.000000,1475.383057
430272512,1266163.000000,262344704,124171051,0,1.000000,1485.418945
434204672,1274698.000000,262344704,127870442,0,1.000000,1495.484009
437645312,1283139.000000,262344704,131586552,0,1.000000,1505.538940
441577472,1291805.000000,262344704,135365429,0,1.000000,1515.609985
445181952,1300319.000000,262344704,139110257,0,1.000000,1525.624023
449114112,1308693.000000,262344704,142838981,0,1.000000,1535.682007
453373952,1317110.000000,262344704,146532959,0,1.000000,1545.706055
457306112,1325845.000000,262344704,150315519,0,1.000000,1555.735962
461402112,1334575.000000,262344704,154108330,0,1.000000,1565.770020
465170432,1343157.000000,262344704,157868130,0,1.000000,1575.777954
469102592,1351865.000000,262344704,161648984,0,1.000000,1585.781006
472870912,1360554.000000,262344704,165429088,0,1.000000,1595.827026
477130752,1368884.000000,262344704,169165978,0,1.000000,1605.848999
480735232,1377407.000000,262344704,172922256,0,1.000000,1615.849976
484831232,1385974.000000,262344704,176708781,0,1.000000,1625.852051
467156992,1394603.000000,262344704,159013462,0,1.000000,1635.916016
449974272,1403089.000000,262344704,141230629,0,1.000000,1645.921997
432300032,1411428.000000,262344704,123478241,0,1.000000,1655.984009
435904512,1419862.000000,262344704,127210473,0,1.000000,1665.991943
439836672,1428326.000000,262344704,130959970,0,1.000000,1676.056030
422424576,1436879.000000,262344704,113262550,0,1.000000,1686.125000
426684416,1445458.000000,262344704,117007473,0,1.000000,1696.142944
430125056,1453974.000000,262344704,120732101,0,1.000000,1706.208008
434384896,1462515.000000,262344704,124498041,0,1.000000,1716.215942
438480896,1470928.000000,262344704,128216671,0,1.000000,1726.280029
420515840,1479250.000000,262344704,110389892,0,1.000000,1736.281006
403267584,1487810.000000,262344704,92681859,0,1.000000,1746.333008
406872064,1496459.000000,262344704,96462116,0,1.000000,1756.350952
409739264,1505002.000000,262344704,100205493,0,1.000000,1766.370972
393457664,1513484.000000,262344704,82521689,0,1.000000,1776.435059
375910400,1521907.000000,262344704,64727974,0,1.000000,1786.505981
358236160,1530363.000000,262344704,46969864,0,1.000000,1796.573975
362496000,1539100.000000,262344704,50758628,0,1.000000,1806.634033
365936640,1547743.000000,262344704,54541112,0,1.000000,1816.704956
370032640,1556382.000000,262344704,58308768,0,1.000000,1826.709961
374292480,1564956.000000,262344704,62109680,0,1.000000,1836.767944
378224640,1573384.000000,262344704,65841850,0,1.000000,1846.838989
381829120,1581885.000000,262344704,69541135,0,1.000000,1856.857056
385597440,1590358.000000,262344704,73287523,0,1.000000,1866.915039
389693440,1598837.000000,262344704,76976358,0,1.000000,1876.979004
393625600,1607158.000000,262344704,80624591,0,1.000000,1886.979980
397557760,1615661.000000,262344704,84345294,0,1.000000,1897.001953
400834560,1624001.000000,262344704,88039274,0,1.000000,1907.047974
405422080,1632530.000000,262344704,91749951,0,1.000000,1917.057007
409190400,1641086.000000,262344704,95458748,0,1.000000,1927.071045
412631040,1649583.000000,262344704,99194750,0,1.000000,1937.126953
416890880,1658030.000000,262344704,102899213,0,1.000000,1947.133057
399544320,1666491.000000,262344704,85092647,0,1.000000,1957.141968
403148800,1674792.000000,262344704,88739469,0,1.000000,1967.193970
407080960,1683224.000000,262344704,92413894,0,1.000000,1977.265991
410849280,1691827.000000,262344704,96180481,0,1.000000,1987.276978
414781440,1700359.000000,262344704,99954851,0,1.000000,1997.313965
418713600,1708831.000000,262344704,103662043,0,1.000000,2007.366943
422645760,1717353.000000,262344704,107397484,0,1.000000,2017.411011
426741760,1725869.000000,262344704,111093601,0,1.000000,2027.420044
430673920,1734186.000000,262344704,114776062,0,1.000000,2037.421021
434442240,1742760.000000,262344704,118558904,0,1.000000,2047.489014
438374400,1751242.000000,262344704,122295927,0,1.000000,2057.500977
442306560,1759796.000000,262344704,125992791,0,1.000000,2067.561035
446238720,1768136.000000,262344704,129634565,0,1.000000,2077.566895
450170880,1776567.000000,262344704,133428346,0,1.000000,2087.635010
453939200,1785154.000000,262344704,137200146,0,1.000000,2097.686035
458199040,1793718.000000,262344704,140931170,0,1.000000,2107.687988
461967360,1802270.000000,262344704,144679696,0,1.000000,2117.705078
465735680,1810834.000000,262344704,148433013,0,1.000000,2127.715088
469667840,1819281.000000,262344704,152140996,0,1.000000,2137.747070
473927680,1827803.000000,262344704,155854385,0,1.000000,2147.763916
477532160,1836166.000000,262344704,159573608,0,1.000000,2157.824951
481628160,1844731.000000,262344704,163342631,0,1.000000,2167.846924
442404864,1852952.000000,262344704,124076774,0,1.000000,2177.851074
425156608,1861456.000000,262344704,106322076,0,1.000000,2187.905029
428433408,1869441.000000,262344704,109819496,0,1.000000,2197.913086
411209728,1877902.000000,262344704,92043422,0,1.000000,2207.916992
414650368,1886247.000000,262344704,95692129,0,1.000000,2217.920898
418910208,1894596.000000,262344704,99315182,0,1.000000,2227.980957
422514688,1903009.000000,262344704,103081567,0,1.000000,2237.993896
426283008,1911424.000000,262344704,106833248,0,1.000000,2248.042969
430870528,1919816.000000,262344704,110506748,0,1.000000,2258.065918
434311168,1928280.000000,262344704,114254216,0,1.000000,2268.110107
438243328,1936670.000000,262344704,117957051,0,1.000000,2278.121094
442175488,1945180.000000,262344704,121688624,0,1.000000,2288.165039
445943808,1953582.000000,262344704,125380957,0,1.000000,2298.199951
428232704,1961945.000000,262344704,107557144,0,1.000000,2308.219971
416718848,1970259.000000,262344704,89669366,0,1.000000,2318.270020
421306368,1978611.000000,262344704,93321294,0,1.000000,2328.292969
405180416,1986891.000000,262344704,75499228,0,1.000000,2338.343018
414355456,1994925.000000,262344704,79061677,0,1.000000,2348.350098
396120064,2003384.000000,262344704,61282902,0,1.000000,2358.367920
406605824,2011120.000000,262344704,64659169,0,1.000000,2368.414062
410046464,2019192.000000,262344704,68189015,0,1.000000,2378.417969
414470144,2027575.000000,262344704,71833631,0,1.000000,2388.426025
418238464,2035985.000000,262344704,75509771,0,1.000000,2398.477051
421679104,2044280.000000,262344704,79138482,0,1.000000,2408.504883
426430464,2052802.000000,262344704,82860101,0,1.000000,2418.563965
429543424,2061185.000000,262344704,86567205,0,1.000000,2428.571045
433147904,2069512.000000,262344704,90231300,0,1.000000,2438.618896
437407744,2077972.000000,262344704,93947620,0,1.000000,2448.645996
447074304,2086441.000000,262344704,97625454,0,1.000000,2458.706055
451661824,2094598.000000,262344704,101187707,0,1.000000,2468.720947
455593984,2102771.000000,262344704,104797229,0,1.000000,2478.756104
459362304,2111163.000000,262344704,108499824,0,1.000000,2488.782959
463622144,2119841.000000,262344704,112270990,0,1.000000,2498.851074
467062784,2128014.000000,262344704,115914708,0,1.000000,2508.856934
477712384,2136360.000000,262344704,119596945,0,1.000000,2518.924072
481316864,2144790.000000,262344704,123266892,0,1.000000,2528.950928
485412864,2153413.000000,262344704,127009581,0,1.000000,2538.996094
467738624,2162044.000000,262344704,109299244,0,1.000000,2549.000977
471998464,2170723.000000,262344704,113097191,0,1.000000,2559.063965
476094464,2179312.000000,262344704,116887478,0,1.000000,2569.125977
479862784,2187782.000000,262344704,120566954,0,1.000000,2579.131104
483794944,2196319.000000,262344704,124313546,0,1.000000,2589.201904
466022400,2204844.000000,262344704,106576883,0,1.000000,2599.260010
470118400,2213277.000000,262344704,110310887,0,1.000000,2609.273926
473886720,2221741.000000,262344704,114064373,0,1.000000,2619.279053
478146560,2230185.000000,262344704,117784979,0,1.000000,2629.333984
482078720,2238424.000000,262344704,121369730,0,1.000000,2639.334961
485683200,2246942.000000,262344704,125098381,0,1.000000,2649.351074
489287680,2255501.000000,262344704,128845257,0,1.000000,2659.414062
